Run	AGE	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Group	HOST	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	litter_id	mouse_id	Organism	Platform	ReleaseDate	create_date	version	Sample Name	SRA Study	total_sequences	study_name	uuid
SRR28674696	3	WGS	302	400360494	PRJNA1099939	SAMN40961799	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	175931375	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	fastq,run.zq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243013	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM3_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG027AM3_3MTH_09162019	SRP501636	1266828	SampsonTR_2025	f4fb2acb-6df0-47f5-80c4-f427a90ac303
SRR28674697	1	WGS	302	376127410	PRJNA1099939	SAMN40961798	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	170441094	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	run.zq,sra,fastq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243012	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM3_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG027AM3_1MTH_07152019	SRP501636	1338087	SampsonTR_2025	6ba3f442-3d1a-4d5c-bf13-77d1cd4067d4
SRR28674698	12	WGS	302	425913620	PRJNA1099939	SAMN40961797	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	187933403	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-14	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243011	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM3_12MTH_06142020	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG027AM3_12MTH_06142020	SRP501636	1661699	SampsonTR_2025	427193af-a1b6-4847-aaaf-5610b176abb5
SRR28674699	6	WGS	302	241026200	PRJNA1099939	SAMN40961796	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	109875823	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	sra,fastq,run.zq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243010	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM2_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG027AM2_6MTH_12162019	SRP501636	915014	SampsonTR_2025	2e05df5b-6e26-447b-a1de-601026b7a78d
SRR28674700	3	WGS	302	363976138	PRJNA1099939	SAMN40961795	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	160336824	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	sra,fastq,run.zq	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243009	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM2_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG027AM2_3MTH_09162019	SRP501636	1285457	SampsonTR_2025	4e2ae893-4359-4ec0-a7b0-aeff9638c7e2
SRR28674703	6	WGS	302	399206250	PRJNA1099939	SAMN40961792	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	177867466	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	run.zq,sra,fastq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243006	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG026AM5_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG026AM5_6MTH_12162019	SRP501636	1490063	SampsonTR_2025	a7ce4bea-31c1-4c0b-9a7c-09b4c62d5471
SRR28674704	3	WGS	302	741686330	PRJNA1099939	SAMN40961791	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	312950214	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	fastq,sra,run.zq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243005	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG026AM5_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM5_3MTH_09162019	SRP501636	3015472	SampsonTR_2025	81070697-630a-4ecd-bb45-1f577c70a390
SRR28674705	6	WGS	302	311760338	PRJNA1099939	SAMN40961728	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	141887797	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-03	public	fastq,run.zq,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243004	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM1_6MTH_12032019	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG018AM1_6MTH_12032019	SRP501636	1244853	SampsonTR_2025	98110dbe-d843-4f63-86aa-4c6a07dc06da
SRR28674709	3	WGS	302	478633760	PRJNA1099939	SAMN40961787	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	206841618	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	sra,fastq,run.zq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24243000	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG026AM4_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM4_3MTH_09162019	SRP501636	1790984	SampsonTR_2025	4a26ebdf-bd8d-4eca-9375-8bd1d07b0258
SRR28674710	1	WGS	302	269175922	PRJNA1099939	SAMN40961786	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	120605133	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	fastq,sra,run.zq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242999	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG026AM4_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM4_1MTH_07152019	SRP501636	995924	SampsonTR_2025	a3a24e4e-ae65-44e2-8379-14fcae95f0cb
SRR28674711	12	WGS	302	357212244	PRJNA1099939	SAMN40961785	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	161134872	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-14	public	fastq,sra,run.zq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242998	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG026AM4_12MTH_06142020	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM4_12MTH_06142020	SRP501636	1399009	SampsonTR_2025	82ebf0ba-c6a7-4249-bcc0-854ffe348d0d
SRR28674712	6	WGS	302	167146732	PRJNA1099939	SAMN40961784	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	86632785	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	run.zq,fastq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242997	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM3_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM3_6MTH_12162019	SRP501636	387537	SampsonTR_2025	da1e8d47-4ce0-4513-b4da-1f07c918ab14
SRR28674713	3	WGS	302	495664144	PRJNA1099939	SAMN40961783	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	222941237	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	sra,run.zq,fastq	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242996	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM3_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG026AM3_3MTH_09162019	SRP501636	1949598	SampsonTR_2025	0483dbd5-80b5-41c9-b990-ab58a53867e2
SRR28674714	1	WGS	302	494406918	PRJNA1099939	SAMN40961782	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	224258978	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	sra,fastq,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242995	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM3_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG026AM3_1MTH_07152019	SRP501636	1759853	SampsonTR_2025	a4a4aabe-0f73-45bc-bb42-3b8cc753fdf6
SRR28674715	12	WGS	302	223391212	PRJNA1099939	SAMN40961781	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	102305069	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-14	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242994	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM3_12MTH_06142020	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM3_12MTH_06142020	SRP501636	754655	SampsonTR_2025	23a129fa-6822-4d96-9dbf-cf0cee79f755
SRR28674716	3	WGS	302	503091834	PRJNA1099939	SAMN40961727	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	212065485	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-03	public	sra,fastq,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242993	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM1_3MTH_09032019	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG018AM1_3MTH_09032019	SRP501636	2013919	SampsonTR_2025	68c2fbcb-95c6-4587-ab16-fa3de18354dd
SRR28674717	6	WGS	302	438504302	PRJNA1099939	SAMN40961780	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	195674411	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	sra,run.zq,fastq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242992	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG026AM2_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG026	hSCATG026AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG026AM2_6MTH_12162019	SRP501636	1629939	SampsonTR_2025	9d6502c1-99e3-4d4e-ab12-d99c9f713d8e
SRR28674727	1	WGS	302	178083662	PRJNA1099939	SAMN40961878	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	86093574	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-08	public	sra,fastq,run.zq	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242982	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG040AM5_1MTH_08082019	PAIRED	RANDOM	METAGENOMIC	hSCATG040	hSCATG040AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:56:00Z	1	hSCATG040AM5_1MTH_08082019	SRP501636	573882	SampsonTR_2025	133f3f52-4100-4b6c-a2bf-5ce29b620aa9
SRR28674728	12	WGS	302	361667348	PRJNA1099939	SAMN40961733	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	164317164	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	fastq,run.zq,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242981	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG020AM1_12MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG020	hSCATG020AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG020AM1_12MTH_06042020	SRP501636	1441198	SampsonTR_2025	f829b7f1-62b0-47f9-95aa-8913fc02ebf3
SRR28674729	6	WGS	302	334046126	PRJNA1099939	SAMN40961840	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	149829428	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,fastq,sra	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242980	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM4_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM4_6MTH_01022020	SRP501636	1230830	SampsonTR_2025	85c88728-0fc4-46b0-8d17-4e478bf55f59
SRR28674730	3	WGS	302	354956002	PRJNA1099939	SAMN40961839	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	159586952	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	sra,fastq,run.zq	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242979	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM4_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM4_3MTH_10032019	SRP501636	1403268	SampsonTR_2025	d92875aa-66ff-4e28-b061-449c023420db
SRR28674731	1	WGS	302	322042834	PRJNA1099939	SAMN40961838	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	144009445	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242978	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM4_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM4_1MTH_08012019	SRP501636	1283140	SampsonTR_2025	0cd97a80-1cce-4a8a-a9d3-ccbc1abcfe7d
SRR28674732	12	WGS	302	348777384	PRJNA1099939	SAMN40961837	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	155920433	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	fastq,sra,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242977	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM4_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T16:52:00Z	1	hSCATG035AM4_12MTH_06302020	SRP501636	1378807	SampsonTR_2025	34863b56-e8f1-4348-9e06-2c023c26cba2
SRR28674733	6	WGS	302	519777032	PRJNA1099939	SAMN40961836	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	228732587	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-01-02	public	run.zq,fastq,sra	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242976	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM2_6MTH_01022020	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM2_6MTH_01022020	SRP501636	2172543	SampsonTR_2025	13e20fb3-0c63-42d1-9463-545913252e26
SRR28674734	3	WGS	302	394058358	PRJNA1099939	SAMN40961835	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	170235331	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-10-03	public	sra,fastq,run.zq	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242975	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM2_3MTH_10032019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM2_3MTH_10032019	SRP501636	1629470	SampsonTR_2025	e9731746-c53d-487b-a496-392c415d58ff
SRR28674735	1	WGS	302	382253782	PRJNA1099939	SAMN40961834	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	168327617	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-08-01	public	run.zq,fastq,sra	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242974	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG035AM2_1MTH_08012019	PAIRED	RANDOM	METAGENOMIC	hSCATG035	hSCATG035AM2	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG035AM2_1MTH_08012019	SRP501636	1572530	SampsonTR_2025	b7376a75-808b-447e-b21e-8f92adb817e4
SRR28674736	1	WGS	302	406985166	PRJNA1099939	SAMN40961806	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	182517446	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-22	public	sra,fastq,run.zq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242973	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG028AM1_1MTH_07222019	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG028AM1_1MTH_07222019	SRP501636	1342559	SampsonTR_2025	2428b850-77d1-4a96-8321-a160556f031c
SRR28674737	12	WGS	302	440724002	PRJNA1099939	SAMN40961805	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	199355713	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-30	public	run.zq,fastq,sra	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242972	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG028AM1_12MTH_06302020	PAIRED	RANDOM	METAGENOMIC	hSCATG028	hSCATG028AM1	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG028AM1_12MTH_06302020	SRP501636	1713662	SampsonTR_2025	7a92a6fe-71ae-4abc-ac39-de42cb983387
SRR28674738	6	WGS	302	301380900	PRJNA1099939	SAMN40961804	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	138504439	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-12-16	public	sra,run.zq,fastq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242971	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM4_6MTH_12162019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG027AM4_6MTH_12162019	SRP501636	1178431	SampsonTR_2025	cd363a69-9b23-4079-81c2-3a4ad3649935
SRR28674739	3	WGS	302	430549924	PRJNA1099939	SAMN40961803	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	191868375	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-09-16	public	run.zq,fastq,sra	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242970	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM4_3MTH_09162019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:59:00Z	1	hSCATG027AM4_3MTH_09162019	SRP501636	1459653	SampsonTR_2025	fc56750c-0d51-4db0-9be5-ae65174bc11a
SRR28674740	1	WGS	302	450416390	PRJNA1099939	SAMN40961802	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	200461239	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2019-07-15	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242969	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM4_1MTH_07152019	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG027AM4_1MTH_07152019	SRP501636	1704413	SampsonTR_2025	72771f57-69c6-4dc9-bd5f-254278f0eed4
SRR28674741	12	WGS	302	474154798	PRJNA1099939	SAMN40961801	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	211820916	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-14	public	fastq,run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242968	USA	North America	USA: Alabama	TG	Mus musculus	Illumina HiSeq X	hSCATG027AM4_12MTH_06142020	PAIRED	RANDOM	METAGENOMIC	hSCATG027	hSCATG027AM4	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG027AM4_12MTH_06142020	SRP501636	1900231	SampsonTR_2025	396d2a71-768d-458c-b790-dd3f1f017c85
SRR28674742	12	WGS	302	412714408	PRJNA1099939	SAMN40961729	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	187305905	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-06-04	public	run.zq,fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242967	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG018AM5_12MTH_06042020	PAIRED	RANDOM	METAGENOMIC	hSCATG018	hSCATG018AM5	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:57:00Z	1	hSCATG018AM5_12MTH_06042020	SRP501636	1614257	SampsonTR_2025	dc72f424-eaa6-4b28-8be0-edf740480330
SRR28674744	3	WGS	302	235897938	PRJNA1099939	SAMN40961927	MIMS.me,MIGS/MIMS/MIMARKS.host-associated	115706270	UNIVERSITY OF ALABAMA AT BIRMINGHAM	2020-04-07	public	sra,fastq,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	mouse gut	mouse gut	fecal material [ENVO:00002003]	SRX24242965	USA	North America	USA: Alabama	NTG	Mus musculus	Illumina HiSeq X	hSCATG058AM3_3MTH_04072020	PAIRED	RANDOM	METAGENOMIC	hSCATG058	hSCATG058AM3	mouse gut metagenome	ILLUMINA	2024-04-15T00:00:00Z	2024-04-14T15:58:00Z	1	hSCATG058AM3_3MTH_04072020	SRP501636	821437	SampsonTR_2025	6db2c9cf-969e-4794-bf04-cd8ab888b959
